comment_id,platform,source_name,comment_text,date,likesCount,video_id,video_url,restaurant
7585934216069038856,tiktok,mamat anino,:انا برا نفطر مع ولادي 😂وكي يجي يخلص قولولي عيب تمديلهم انت عطينا حنا نخلصو 🤣🤣🤣🤣🤣🤣🤣تحيا ولادي☺️,2026-01-24T11:30:47.396912,14,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585735006863147793,tiktok,أسِيــــــــــل,والله لعرفتها 😂😂😂😂😂,2026-01-24T11:30:47.481713,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585518599466746646,tiktok,🍁Cuisinal05🧡🇩🇿👑,حنا رجال في بعضانا ونتسابقو شكون يخلص ولقعدة لي ما نقدرولهاش منقعدوهاش 😁,2026-01-24T11:30:47.481723,5,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585511341273285383,tiktok,Dalel Dress,Tellement pas vrai,2026-01-24T11:30:47.481726,6,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585470435358540565,tiktok,Sameerov,c'est plutôt le contraire,2026-01-24T11:30:47.481727,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585560599137960726,tiktok,Mounir,😏 مزلت معشتش هذا الموقف ، ربي يرزقنا زوجة صالحة,2026-01-24T11:30:47.481729,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585511631007941377,tiktok,am_el,حقيقه والله,2026-01-24T11:30:47.481731,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585488591163753234,tiktok,بسومة,جامي .... محال,2026-01-24T11:30:47.481733,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7593079879677346582,tiktok,HibaFrance59,عجبني رد هاذ السيد,2026-01-24T11:30:47.481735,2,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585323444062634760,tiktok,driver story dz 🚛,c'est pas vrai,2026-01-24T11:30:47.481736,5,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
7585499353599542034,tiktok,Iza_event,جامي علاش تكدب,2026-01-24T11:30:47.481738,4,7585305151292902676,https://www.tiktok.com/@american_burger_dz/video/7585305151292902676,American Burger
