comment_id,platform,source_name,user_name,comment_text,date,likesCount,video_id,video_url,hashtag
7581554055031833351,tiktok,@le_dauphin_restaurant,la_bella348,j'ai déjà mangé dans ce magnifique restaurant en 2003 une vue sur le port d'Alger le service tops ça fait plus de 20 ans je n'ai pas été je crois qu'il était en travaux mais j'y reviendrais nchalah ❤❤❤❤❤,2026-01-02T18:00:55.718270,2,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7582190604026151702,tiktok,@le_dauphin_restaurant,Libra,magnifique 👌👌,2026-01-02T18:00:55.718272,1,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581987079639925522,tiktok,@le_dauphin_restaurant,LEO WOMEN ❤️,Magnifique le restaurant ❤️bonne continuation,2026-01-02T18:00:55.718274,1,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7586409294762378006,tiktok,@le_dauphin_restaurant,🇩🇿🇩🇿🇩🇿🇩🇿🕋🕋🕋🤲,Restaurant à éviter très attention entre les serveurs et le personnel au début tout est beau tout est beau sourire et à la fin c’est une arnaque,2026-01-02T18:00:55.718276,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7585785405424042775,tiktok,@le_dauphin_restaurant,AdelS,,2026-01-02T18:00:55.718280,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7582474145013007105,tiktok,@le_dauphin_restaurant,Yac1631,Filet de dorade d'élevage prix d'achat 1100 DA kg,2026-01-02T18:00:55.718284,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581551709526524690,tiktok,@le_dauphin_restaurant,meziane,magnifique,2026-01-02T18:00:55.718287,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581551971518989064,tiktok,@le_dauphin_restaurant,ZINOU,Parle arabe speak arabic ahder bel 3arbiya,2026-01-02T18:00:55.718288,1,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7582362322451186450,tiktok,@le_dauphin_restaurant,🇩🇪♥️Yacine ♥️🇩🇪,Moi je préfère manger chez moi 😜😜,2026-01-02T18:00:55.718290,1,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7589008826075235090,tiktok,@le_dauphin_restaurant,cv889⁹lni0⁷ioopmmmmmppmmmmm,les calo sont où tu et pas avec propreté,2026-01-02T18:00:55.718292,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7588553959305118465,tiktok,@le_dauphin_restaurant,user8181508106152,"J'ai parlé arabe, monsieur, car vous êtes en Algérie. En France, les Français ne vous parlent pas arabe. Merci.",2026-01-02T18:00:55.718294,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7585782682114851606,tiktok,@le_dauphin_restaurant,mbk amg,sponsor castel bière américaine 😂,2026-01-02T18:00:55.718296,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7585295118162445078,tiktok,@le_dauphin_restaurant,Sigi helvetic,تدشين 😂🇨🇭😂🇨🇭😂🇨🇭😂🇨🇭😂🇨🇭😂,2026-01-02T18:00:55.718297,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7582634922331194143,tiktok,@le_dauphin_restaurant,curiousdud,"Dans le domaine de la haute gastronomie, la haute cuisine on utilise ce qu’on appelle le service à la française,et c’est partout dans le monde même dans les pays anglo-saxons.et dans ce domaine si vous parlez français c’est un plus. Le restaurant est magnifique,avec un service extraordinaire.❤",2026-01-02T18:00:55.718299,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7582380778958242581,tiktok,@le_dauphin_restaurant,alger1693,la France et les français 😁😁😁👌👌👌,2026-01-02T18:00:55.718301,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7582357211289305877,tiktok,@le_dauphin_restaurant,Dali.bthr,c'est destiné aux étrangers,2026-01-02T18:00:56.796873,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7581560750435648276,tiktok,@le_dauphin_restaurant,Lamis🇩🇿,هضرة فرونسي تبالي لخلاص بالاورو,2026-01-02T18:00:56.796883,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7585716042850042646,tiktok,@le_dauphin_restaurant,Soraya Soso,cher et boffffffff,2026-01-02T18:00:56.796887,0,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7585811272051344150,tiktok,@le_dauphin_restaurant,Amar Tikjda,"130 personnes, ce n’est plus un restaurant, c’est un réfectoire !",2026-01-02T18:00:56.796890,3,7581502164351175958,https://www.tiktok.com/@le_dauphin_restaurant/video/7581502164351175958,direct_url
7538788010415719190,tiktok,@les_jumelles,sabrina🇨🇭,Kokchi chbab ghi coca cola a boycott 😒,2026-01-02T18:01:16.708051,130,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7539184963825500944,tiktok,@les_jumelles,Aicha mon amour,"on a mangé chez Layali Zamen , c très mauvais",2026-01-02T18:01:16.708062,1,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7539232615463748374,tiktok,@les_jumelles,Djohra🪡,Pour ceux qui disent trop chers pour aller en famille ?? ?????Allez y avec vos maîtresses,2026-01-02T18:01:16.708064,136,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538855803165262612,tiktok,@les_jumelles,Imà Bél,win xst fi oran,2026-01-02T18:01:16.708067,4,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538781631776834324,tiktok,@les_jumelles,Fatchima,Ya dras les prix ?,2026-01-02T18:01:16.708069,8,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538879772689351446,tiktok,@les_jumelles,mitak225,Qui a fait la décoration ! 😳,2026-01-02T18:01:16.708072,2,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538488299993170706,tiktok,@les_jumelles,12345...89,c ou,2026-01-02T18:01:16.708074,3,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538785427815662356,tiktok,@les_jumelles,abdou,Les prix 🔥🔥,2026-01-02T18:01:16.708076,0,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538946548949861127,tiktok,@les_jumelles,Ahmed Ahmed,sans alcool 🥃 ce n'est pas intéressant c'est trop cher,2026-01-02T18:01:16.708078,6,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538548222366991105,tiktok,@les_jumelles,Ania son❤️,L’ancien restaurant la coupole je pense Nn,2026-01-02T18:01:16.708080,32,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538891489012237076,tiktok,@les_jumelles,Kahla,Je ne suis pas fan du décor on a l’impression d’être à la maison pas un restaurant ça reste mon avis,2026-01-02T18:01:16.708082,2,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538531008057672466,tiktok,@les_jumelles,Badra Kebir,ya beaucoup de boulevard lequel؟؟؟؟؟؟,2026-01-02T18:01:16.708084,0,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
7538596760811160327,tiktok,@les_jumelles,Djodjo,c où,2026-01-02T18:01:16.708086,6,7538466291674369300,https://www.tiktok.com/@said.zrk/video/7538466291674369300,direct_url
